comment_id,translated_comment_text,like_count,search_query,label,concatenated_text,sentiment_label,sentiment_score,named_entities,num_named_entities,cluster
426,What help you say,0,Tito Sotto,A,Tito Sotto: What help you say,LABEL_0,0.6117068529129028,"[('Tito Sotto', 'PERSON')]",1,5
427,YOU WILL NOT WIN ANYMORE Tito sotto already knows g TAo c PEPSI PALOMA,0,Tito Sotto,A,Tito Sotto: YOU WILL NOT WIN ANYMORE Tito sotto already knows g TAo c PEPSI PALOMA,LABEL_0,0.7205092906951904,"[('Tito Sotto', 'PERSON')]",1,19
428,,2,Tito Sotto,A,Tito Sotto: ,LABEL_0,0.6233367919921875,"[('Tito Sotto', 'PERSON')]",1,5
429,sure win  titosen,6,Tito Sotto,A,Tito Sotto: sure win  titosen,LABEL_0,0.6336899995803833,"[('Tito Sotto', 'PERSON')]",1,5
430,Remember to be together Sen? ,0,Tito Sotto,A,Tito Sotto: Remember to be together Sen? ,LABEL_0,0.625638484954834,"[('Tito Sotto: Remember', 'PERSON')]",1,5
431,From Sagay City Negros Occidental Kudans Tito Sen.no.,4,Tito Sotto,A,Tito Sotto: From Sagay City Negros Occidental Kudans Tito Sen.no.,LABEL_1,0.5542324185371399,"[('Tito Sotto', 'PERSON'), ('Sagay City Negros Occidental', 'ORG'), ('Kudans', 'NORP'), ('Tito', 'PERSON')]",4,5
432,"Hopefully after 2 years of ROTC there will be P5,000.00 to P10,000.00 aid as Incentives🇵🇭✌️❤️",0,Francis Tolentino,A,"Francis Tolentino: Hopefully after 2 years of ROTC there will be P5,000.00 to P10,000.00 aid as Incentives🇵🇭✌️❤️",LABEL_0,0.7084258794784546,"[('Francis Tolentino', 'PERSON'), ('2 years', 'DATE'), ('ROTC', 'ORG'), ('P5,000.00', 'GPE'), ('Incentives🇵🇭✌', 'PERSON')]",5,14
433,During the 80's mandatory many have become Navy.,0,Francis Tolentino,A,Francis Tolentino: During the 80's mandatory many have become Navy.,LABEL_0,0.71705162525177,"[('Francis Tolentino', 'PERSON'), ('80', 'DATE'), ('Navy', 'ORG')]",3,5
434,"ROTC is the biggest scam and BS program for the country. Nothing really came out of that program. If you trace the leaders of the Philippines since the yesteryears, all we got were all corrupt leaders and politicians. There is really nothing to be gained by it. Just make it optional for those that are really interested in military. ROTC is just an added expense for the regular Filipinos/masses. If you are to analyze too, you'll be lucky if half of the Senators even went through ROTC. .Most rich people got away with not attending ROTC through various ways like through medical exemption, palakasan, free grades and bayaran. Might as well require TESDA training, it would at least give skills to the masses and get more jobs.",0,Francis Tolentino,A,"Francis Tolentino: ROTC is the biggest scam and BS program for the country. Nothing really came out of that program. If you trace the leaders of the Philippines since the yesteryears, all we got were all corrupt leaders and politicians. There is really nothing to be gained by it. Just make it optional for those that are really interested in military. ROTC is just an added expense for the regular Filipinos/masses. If you are to analyze too, you'll be lucky if half of the Senators even went through ROTC. .Most rich people got away with not attending ROTC through various ways like through medical exemption, palakasan, free grades and bayaran. Might as well require TESDA training, it would at least give skills to the masses and get more jobs.",LABEL_0,0.756820023059845,"[('Francis Tolentino', 'PERSON'), ('ROTC', 'PERSON'), ('BS', 'ORG'), ('Philippines', 'GPE'), ('ROTC', 'PERSON'), ('Filipinos', 'NORP'), ('half', 'CARDINAL'), ('ROTC', 'ORG'), ('ROTC', 'PERSON')]",9,14
435,"Tolentino is the most important of the history of politica 😂 from Dilawan, PDP and the Vangag Administration 😢😂",0,Francis Tolentino,A,"Francis Tolentino: Tolentino is the most important of the history of politica 😂 from Dilawan, PDP and the Vangag Administration 😢😂",LABEL_0,0.7028499841690063,"[('Francis Tolentino', 'PERSON'), ('Tolentino', 'DATE'), ('politica', 'GPE'), ('Dilawan', 'GPE'), ('PDP', 'ORG'), ('the Vangag Administration', 'ORG')]",6,3
436,How can that be a priority that will be the next time the Senate opens..I can't win,1,Francis Tolentino,A,Francis Tolentino: How can that be a priority that will be the next time the Senate opens..I can't win,LABEL_0,0.6785395741462708,"[('Francis Tolentino', 'PERSON'), ('Senate', 'ORG')]",2,5
437,"If it adds to the expense of this college then it will be a part of corruption and weight for parents
",0,Francis Tolentino,A,"Francis Tolentino: If it adds to the expense of this college then it will be a part of corruption and weight for parents
",LABEL_0,0.6394560933113098,"[('Francis Tolentino', 'PERSON')]",1,18
438,So I will vote for Senator Francis Tolentino for his strong support for the Mandatory ROTC.,1,Francis Tolentino,A,Francis Tolentino: So I will vote for Senator Francis Tolentino for his strong support for the Mandatory ROTC.,LABEL_0,0.7679547071456909,"[('Francis Tolentino', 'PERSON'), ('Francis Tolentino', 'PERSON'), ('the Mandatory ROTC', 'ORG')]",3,19
439,Self defense should be taught in the brgy of the guards,0,Francis Tolentino,A,Francis Tolentino: Self defense should be taught in the brgy of the guards,LABEL_0,0.7206825613975525,"[('Francis Tolentino', 'PERSON')]",1,18
440,Hehehe. ,0,Francis Tolentino,A,Francis Tolentino: Hehehe. ,LABEL_0,0.5700463056564331,"[('Francis Tolentino', 'PERSON'), ('Hehehe', 'ORG')]",2,5
441,Balimbing yak’s,0,Francis Tolentino,A,Francis Tolentino: Balimbing yak’s,LABEL_1,0.5541248321533203,"[('Francis Tolentino', 'PERSON')]",1,5
442,amen,0,Francis Tolentino,A,Francis Tolentino: amen,LABEL_0,0.7122618556022644,"[('Francis Tolentino', 'PERSON')]",1,5
443,Amen thank God,1,Francis Tolentino,A,Francis Tolentino: Amen thank God,LABEL_0,0.7022584676742554,"[('Francis Tolentino', 'PERSON')]",1,10
444,Buy rice of 20 per kilogram,0,Erwin Tulfo,A,Erwin Tulfo: Buy rice of 20 per kilogram,LABEL_0,0.6707719564437866,"[('Erwin Tulfo', 'PERSON'), ('20 per kilogram', 'QUANTITY')]",2,19
445,There's no child's child,0,Erwin Tulfo,A,Erwin Tulfo: There's no child's child,LABEL_0,0.6116728186607361,"[('Erwin Tulfo', 'PERSON')]",1,5
446,Fake news,0,Erwin Tulfo,A,Erwin Tulfo: Fake news,LABEL_0,0.6538244485855103,"[('Erwin Tulfo:', 'PERSON')]",1,8
447,Tulfo you masturbate,0,Erwin Tulfo,A,Erwin Tulfo: Tulfo you masturbate,LABEL_0,0.576257586479187,"[('Erwin Tulfo', 'PERSON')]",1,5
448,how about those involved in fund unexplained usage is the town's money nothing? ,0,Erwin Tulfo,A,Erwin Tulfo: how about those involved in fund unexplained usage is the town's money nothing? ,LABEL_0,0.6346270442008972,"[('Erwin Tulfo', 'PERSON')]",1,5
449,just top the survey,0,Erwin Tulfo,A,Erwin Tulfo: just top the survey,LABEL_1,0.5654294490814209,"[('Erwin Tulfo', 'PERSON')]",1,5
450,"KARMA HAS NO MENU, YOU GET SERVED WHAT YOU DESERVE!!!",0,Erwin Tulfo,A,"Erwin Tulfo: KARMA HAS NO MENU, YOU GET SERVED WHAT YOU DESERVE!!!",LABEL_0,0.6906636953353882,"[('Erwin Tulfo', 'PERSON')]",1,5
451,That's a BIG YES arrogant tulfos,0,Erwin Tulfo,A,Erwin Tulfo: That's a BIG YES arrogant tulfos,LABEL_0,0.5463902950286865,"[('Erwin Tulfo', 'PERSON')]",1,5
452,DAPAT PATI AND DE LAILA ME ME DISQUALIFIED DIN,0,Erwin Tulfo,A,Erwin Tulfo: DAPAT PATI AND DE LAILA ME ME DISQUALIFIED DIN,LABEL_0,0.6127229928970337,"[('Erwin Tulfo', 'PERSON')]",1,5
453,American cya di b?,0,Erwin Tulfo,A,Erwin Tulfo: American cya di b?,LABEL_1,0.6113451719284058,"[('Erwin Tulfo', 'PERSON'), ('American', 'NORP')]",2,20
556,😊,0,Bam Aquino,C,Bam Aquino: 😊,LABEL_0,0.683207631111145,"[('Bam Aquino', 'PERSON')]",1,5
454,That's just stupid never tulfo again It's like you want to currap the country,0,Erwin Tulfo,A,Erwin Tulfo: That's just stupid never tulfo again It's like you want to currap the country,LABEL_0,0.6239094734191895,"[('Erwin Tulfo', 'PERSON')]",1,5
455,"Inidoro k tsong, you're a rag with your nagging.. your receipts are just bragging..",0,Erwin Tulfo,A,"Erwin Tulfo: Inidoro k tsong, you're a rag with your nagging.. your receipts are just bragging..",LABEL_0,0.6405244469642639,"[('Erwin Tulfo', 'PERSON'), ('Inidoro', 'GPE')]",2,5
456,"ACT CIS PARTY LIST you selected the help of all, in the last election we have yet to vote for you to support you",0,Erwin Tulfo,A,"Erwin Tulfo: ACT CIS PARTY LIST you selected the help of all, in the last election we have yet to vote for you to support you",LABEL_0,0.7573770880699158,"[('Erwin Tulfo', 'PERSON')]",1,6
457,Ulol,0,Erwin Tulfo,A,Erwin Tulfo: Ulol,LABEL_0,0.6368478536605835,"[('Erwin Tulfo', 'PERSON')]",1,5
458,no no no,0,Erwin Tulfo,A,Erwin Tulfo: no no no,LABEL_0,0.652093231678009,"[('Erwin Tulfo', 'PERSON')]",1,5
459,I'm another one! ,0,Erwin Tulfo,A,Erwin Tulfo: I'm another one! ,LABEL_0,0.5793203115463257,"[('Erwin Tulfo', 'PERSON'), ('one', 'CARDINAL')]",2,5
460,Strong,0,Erwin Tulfo,A,Erwin Tulfo: Strong,LABEL_0,0.6547642946243286,"[('Erwin Tulfo', 'PERSON')]",1,5
461,Aim to steal,0,Erwin Tulfo,A,Erwin Tulfo: Aim to steal,LABEL_0,0.6555928587913513,"[('Erwin Tulfo', 'PERSON')]",1,5
462,Fucking no way for you. ,0,Erwin Tulfo,A,Erwin Tulfo: Fucking no way for you. ,LABEL_0,0.6528937220573425,"[('Erwin Tulfo', 'PERSON')]",1,5
463,"You're a balimbing and you don't have a stand, tulfo, don't vote for them. ",0,Erwin Tulfo,A,"Erwin Tulfo: You're a balimbing and you don't have a stand, tulfo, don't vote for them. ",LABEL_0,0.6952453851699829,"[('Erwin Tulfo', 'PERSON')]",1,5
464,I'm still a poor Philippines .... Seniors I'm ... what poverty alleviation do you do 4ps ... akap .. card ... and aikis still ????,0,Erwin Tulfo,A,Erwin Tulfo: I'm still a poor Philippines .... Seniors I'm ... what poverty alleviation do you do 4ps ... akap .. card ... and aikis still ????,LABEL_0,0.7124333381652832,"[('Erwin Tulfo', 'PERSON'), ('Philippines', 'GPE'), ('4ps', 'ORDINAL')]",3,4
465,PI PI PI PI.,0,Erwin Tulfo,A,Erwin Tulfo: PI PI PI PI.,LABEL_0,0.6507052183151245,"[('Erwin Tulfo', 'PERSON'), ('PI PI PI PI', 'ORG')]",2,5
466,YOU ARE BLIND .... IF YOU DON'T KNOW MARTIN AND HIS WIFE'S BEHAVIOR....,0,Erwin Tulfo,A,Erwin Tulfo: YOU ARE BLIND .... IF YOU DON'T KNOW MARTIN AND HIS WIFE'S BEHAVIOR....,LABEL_0,0.7112154364585876,"[('Erwin Tulfo', 'PERSON')]",1,18
467,YOUR AIM IS NOT CORRUPTION... IS IT??    ,0,Erwin Tulfo,A,Erwin Tulfo: YOUR AIM IS NOT CORRUPTION... IS IT??    ,LABEL_0,0.702318012714386,"[('Erwin Tulfo', 'PERSON')]",1,5
468,WE USED TO BE STUPID BOBOVOTE....NOT NOW......,0,Erwin Tulfo,A,Erwin Tulfo: WE USED TO BE STUPID BOBOVOTE....NOT NOW......,LABEL_0,0.6755191087722778,"[('Erwin Tulfo', 'PERSON')]",1,5
469,WE HAVE LEARNED.... WE DON'T WANT POLITICAL DYNASTY ANYMORE.... OPPRESSIVE PEOPLE LIKE YOU.... ESPECIALLY MON...,1,Erwin Tulfo,A,Erwin Tulfo: WE HAVE LEARNED.... WE DON'T WANT POLITICAL DYNASTY ANYMORE.... OPPRESSIVE PEOPLE LIKE YOU.... ESPECIALLY MON...,LABEL_0,0.6801208853721619,"[('Erwin Tulfo', 'PERSON'), (""DON'T WANT POLITICAL DYNASTY ANYMORE"", 'ORG')]",2,15
470,Careoslos,0,Erwin Tulfo,A,Erwin Tulfo: Careoslos,LABEL_0,0.6085594892501831,"[('Erwin Tulfo', 'PERSON'), ('Careoslos', 'PERSON')]",2,5
471,Big no to you,0,Erwin Tulfo,A,Erwin Tulfo: Big no to you,LABEL_0,0.5683633685112,"[('Erwin Tulfo', 'PERSON')]",1,5
472,Hehehehe,0,Erwin Tulfo,A,Erwin Tulfo: Hehehehe,LABEL_0,0.6240794062614441,"[('Erwin Tulfo', 'PERSON'), ('Hehehehe', 'PERSON')]",2,5
473,Poor you,0,Erwin Tulfo,A,Erwin Tulfo: Poor you,LABEL_0,0.582166850566864,"[('Erwin Tulfo', 'PERSON')]",1,5
474,no,0,Erwin Tulfo,A,Erwin Tulfo: no,LABEL_0,0.6867938041687012,"[('Erwin Tulfo', 'PERSON')]",1,5
475,Ok to me this is Erwin Tulpo,0,Erwin Tulfo,A,Erwin Tulfo: Ok to me this is Erwin Tulpo,LABEL_0,0.6901088356971741,"[('Erwin Tulfo', 'PERSON'), ('Erwin Tulpo', 'PERSON')]",2,5
476,Loslos 😂😂😂 Balimbing mga Tulfo😂😂😂 just for the video like your program,1,Erwin Tulfo,A,Erwin Tulfo: Loslos 😂😂😂 Balimbing mga Tulfo😂😂😂 just for the video like your program,LABEL_0,0.5965040922164917,"[('Erwin Tulfo', 'PERSON')]",1,5
477,Everything when the forces goal is the same.,1,Erwin Tulfo,A,Erwin Tulfo: Everything when the forces goal is the same.,LABEL_0,0.6877898573875427,"[('Erwin Tulfo', 'PERSON')]",1,19
478,SUMPORT,0,Erwin Tulfo,A,Erwin Tulfo: SUMPORT,LABEL_0,0.5581014156341553,"[('Erwin Tulfo', 'PERSON')]",1,5
479,I don't like Villar,0,Camille Villar,A,Camille Villar: I don't like Villar,LABEL_0,0.6648252010345459,"[('Camille Villar', 'PERSON'), ('Villar', 'NORP')]",2,5
480,"Sorry this time , no to villar.",0,Camille Villar,A,"Camille Villar: Sorry this time , no to villar.",LABEL_0,0.7102375626564026,"[('Camille Villar', 'PERSON')]",1,5
481,Very wild with power 😂,1,Camille Villar,A,Camille Villar: Very wild with power 😂,LABEL_0,0.5817264914512634,"[('Camille Villar', 'PERSON')]",1,19
482,"They don't care about the poor, so why is the candidate still so rich, what are you going to do in the senate Camille Camilla homes",0,Camille Villar,A,"Camille Villar: They don't care about the poor, so why is the candidate still so rich, what are you going to do in the senate Camille Camilla homes",LABEL_0,0.7195579409599304,"[('Camille Villar', 'PERSON'), ('Camille Camilla', 'PERSON')]",2,5
483,"putas business and family protection made being a politician, it is clear that our law is made for the rich and the left and the right, they are the only strong citizens who vote for the poor.",1,Camille Villar,A,"Camille Villar: putas business and family protection made being a politician, it is clear that our law is made for the rich and the left and the right, they are the only strong citizens who vote for the poor.",LABEL_0,0.7580767869949341,"[('Camille Villar', 'PERSON')]",1,15
484,"Don't vote for that Villar, it's rich why it's still a senator, there's a plan, knowing",2,Camille Villar,A,"Camille Villar: Don't vote for that Villar, it's rich why it's still a senator, there's a plan, knowing",LABEL_0,0.7281010150909424,"[('Camille Villar', 'PERSON'), ('Villar', 'PERSON')]",2,5
485,No to Bataan of Bangag ... Traitors and Thieves.👊👊👊,0,Camille Villar,A,Camille Villar: No to Bataan of Bangag ... Traitors and Thieves.👊👊👊,LABEL_0,0.6373381614685059,"[('Camille Villar', 'PERSON'), ('Bataan of Bangag ...', 'ORG')]",2,19
486,"Hello , thanks for this good vidéo see you later my friend have a great day 👋 👋 👋",1,Camille Villar,A,"Camille Villar: Hello , thanks for this good vidéo see you later my friend have a great day 👋 👋 👋",LABEL_0,0.7348982095718384,"[('Camille Villar:', 'PERSON'), ('👋', 'DATE')]",2,5
487,Lol !,0,Camille Villar,A,Camille Villar: Lol !,LABEL_1,0.6378874778747559,"[('Camille Villar', 'PERSON')]",1,5
488,Those Villars are also vomiting the vomit just want to protect their busines and they want everyone in the government in cla for the people really do not admit,0,Camille Villar,A,Camille Villar: Those Villars are also vomiting the vomit just want to protect their busines and they want everyone in the government in cla for the people really do not admit,LABEL_0,0.6947895288467407,"[('Camille Villar: Those Villars', 'PERSON')]",1,5
489,"don't vote these people, they are used to the act of corruption, they just take turns. ",2,Camille Villar,A,"Camille Villar: don't vote these people, they are used to the act of corruption, they just take turns. ",LABEL_0,0.7117772698402405,"[('Camille Villar', 'PERSON')]",1,5
490,"Stop Voting Villar, Tulfok Brothers, Revilla, Binay, Lito Lapid, Traps 👎🏿👎🏿👎🏿",0,Camille Villar,A,"Camille Villar: Stop Voting Villar, Tulfok Brothers, Revilla, Binay, Lito Lapid, Traps 👎🏿👎🏿👎🏿",LABEL_0,0.743104100227356,"[('Camille Villar: Stop Voting Villar', 'PERSON'), ('Tulfok Brothers', 'ORG'), ('Revilla', 'ORG'), ('Binay', 'ORG'), ('Lito Lapid', 'PERSON')]",5,2
491,0000000000000,0,Camille Villar,A,Camille Villar: 0000000000000,LABEL_0,0.7235005497932434,"[('Camille Villar', 'PERSON'), ('0000000000000', 'CARDINAL')]",2,5
492,If you are Camille Villar you can stop the corrupt ones now,1,Camille Villar,A,Camille Villar: If you are Camille Villar you can stop the corrupt ones now,LABEL_0,0.5737239122390747,"[('Camille Villar', 'PERSON'), ('Camille Villar', 'PERSON')]",2,5
493,No for party list at BBM😅,3,Camille Villar,A,Camille Villar: No for party list at BBM😅,LABEL_0,0.7343992590904236,"[('Camille Villar', 'PERSON'), ('BBM😅', 'ORG')]",2,6
494,I’m not voting Camille Villar,5,Camille Villar,A,Camille Villar: I’m not voting Camille Villar,LABEL_0,0.625761091709137,"[('Camille Villar', 'PERSON'), ('Camille Villar', 'PERSON')]",2,5
495,That's a millionaire c Camille... that's a scam ...pwd to the senate,0,Camille Villar,A,Camille Villar: That's a millionaire c Camille... that's a scam ...pwd to the senate,LABEL_0,0.6386326551437378,"[('Camille Villar', 'PERSON'), ('Camille', 'PERSON'), ('senate', 'ORG')]",3,6
496,👎🏻👎🏻👎🏻,0,Camille Villar,A,Camille Villar: 👎🏻👎🏻👎🏻,LABEL_0,0.7077621817588806,"[('Camille Villar', 'PERSON')]",1,5
497,"You are rich villas, you have stopped for personal gratification just not public service and if you are a public service chosen few.",3,Camille Villar,A,"Camille Villar: You are rich villas, you have stopped for personal gratification just not public service and if you are a public service chosen few.",LABEL_0,0.7352362871170044,"[('Camille Villar', 'PERSON')]",1,4
498,No to Villar .. You have never contributed to the Philippines ..,0,Camille Villar,A,Camille Villar: No to Villar .. You have never contributed to the Philippines ..,LABEL_0,0.7139278054237366,"[('Camille Villar', 'PERSON'), ('Villar', 'NORP'), ('Philippines', 'GPE')]",3,5
499,Villar Out - Villar in. ,0,Camille Villar,A,Camille Villar: Villar Out - Villar in. ,LABEL_0,0.615304708480835,"[('Camille Villar', 'PERSON'), ('Villar Out - Villar', 'PERSON')]",2,5
500,See it pera,0,Camille Villar,A,Camille Villar: See it pera,LABEL_0,0.5889902114868164,"[('Camille Villar', 'PERSON')]",1,5
501,"Dynasty tlga ku, lhat ku nanjan?",0,Camille Villar,A,"Camille Villar: Dynasty tlga ku, lhat ku nanjan?",LABEL_0,0.69343501329422,"[('Camille Villar', 'PERSON'), ('tlga ku', 'PERSON'), ('ku nanjan', 'PERSON')]",3,4
502,"Oh, I don't do anything but get rich, all your actions are just in favor of the Villars,",0,Camille Villar,A,"Camille Villar: Oh, I don't do anything but get rich, all your actions are just in favor of the Villars,",LABEL_0,0.7287231087684631,"[('Camille Villar', 'PERSON'), ('Villars', 'LOC')]",2,19
503,Big No to Villar 🤮,1,Camille Villar,A,Camille Villar: Big No to Villar 🤮,LABEL_0,0.611655056476593,"[('Camille Villar:', 'PERSON'), ('Villar', 'NORP')]",2,5
504,"That's right, they were elected, so the culprit is the voters. ",0,Camille Villar,A,"Camille Villar: That's right, they were elected, so the culprit is the voters. ",LABEL_0,0.7663108706474304,"[('Camille Villar', 'PERSON')]",1,5
505,"Bong Revilla and all Revilla candidates, National/Local post, 100% WE WILL NOT VOTE, because of the Laws/Policies to torture Manila Bay pirates and Pro- Reclamation to sell to foreigners.😊",0,Camille Villar,A,"Camille Villar: Bong Revilla and all Revilla candidates, National/Local post, 100% WE WILL NOT VOTE, because of the Laws/Policies to torture Manila Bay pirates and Pro- Reclamation to sell to foreigners.😊",LABEL_0,0.7323882579803467,"[('Camille Villar', 'PERSON'), ('Bong Revilla', 'PERSON'), ('Revilla', 'ORG'), ('National/Local post', 'ORG'), ('100%', 'PERCENT'), ('WILL', 'GPE'), ('the Laws/Policies', 'LAW'), ('Manila Bay', 'LOC')]",8,3
506,A change in the model of government is needed if the general populace is to have a fair chance.,0,Camille Villar,A,Camille Villar: A change in the model of government is needed if the general populace is to have a fair chance.,LABEL_0,0.7783079743385315,"[('Camille Villar', 'PERSON')]",1,5
507,STUPID VOTERS😅 DESERVES A CHAOTIC GOVERNANCE,0,Camille Villar,A,Camille Villar: STUPID VOTERS😅 DESERVES A CHAOTIC GOVERNANCE,LABEL_0,0.6395630240440369,"[('Camille Villar', 'PERSON')]",1,18
508,The thick look of a thief who will run to steal again,0,Camille Villar,A,Camille Villar: The thick look of a thief who will run to steal again,LABEL_0,0.64018714427948,"[('Camille Villar', 'PERSON')]",1,5
509,"There is no perfect candidate
",0,Camille Villar,A,"Camille Villar: There is no perfect candidate
",LABEL_0,0.7382687330245972,"[('Camille Villar', 'PERSON')]",1,5
510,"No to Ipe, Bong, Willie, Binay, Villar, Bato and Bong Go",0,Camille Villar,A,"Camille Villar: No to Ipe, Bong, Willie, Binay, Villar, Bato and Bong Go",LABEL_0,0.7276197075843811,"[('Camille Villar', 'PERSON'), ('Ipe', 'GPE'), ('Bong', 'GPE'), ('Willie', 'PERSON'), ('Villar', 'PERSON'), ('Bato', 'PERSON'), ('Bong Go', 'PERSON')]",7,3
511,"Big NO Revilla, Lacson, Lapid, Binay",0,Camille Villar,A,"Camille Villar: Big NO Revilla, Lacson, Lapid, Binay",LABEL_0,0.7132812142372131,"[('Camille Villar:', 'PERSON'), ('Lacson', 'PERSON')]",2,3
512,Big vias,0,Camille Villar,A,Camille Villar: Big vias,LABEL_0,0.61092209815979,"[('Camille Villar', 'PERSON')]",1,5
513,"That election is dangerous because that administration group is cheating, they are sure that they are holding the Comelec... so the people should watch it...",0,Camille Villar,A,"Camille Villar: That election is dangerous because that administration group is cheating, they are sure that they are holding the Comelec... so the people should watch it...",LABEL_0,0.733184814453125,"[('Camille Villar', 'PERSON')]",1,19
514,"PNP, arrest corrupt government officers and detained. ",0,Camille Villar,A,"Camille Villar: PNP, arrest corrupt government officers and detained. ",LABEL_0,0.7197032570838928,"[('Camille Villar', 'PERSON'), ('PNP', 'ORG')]",2,17
515,In similar voters think carefully about candidates in senatorial candidates,0,Camille Villar,A,Camille Villar: In similar voters think carefully about candidates in senatorial candidates,LABEL_0,0.7109265923500061,"[('Camille Villar', 'PERSON')]",1,15
516,Return the.death penalty for corrupt government officials.,0,Camille Villar,A,Camille Villar: Return the.death penalty for corrupt government officials.,LABEL_0,0.6237739324569702,"[('Camille Villar: Return', 'PERSON')]",1,4
517,I hope the candidates for national elections will always be asked about the theft of electricity from others that Meralco charges to those who pay them sensibly. ,0,Camille Villar,A,Camille Villar: I hope the candidates for national elections will always be asked about the theft of electricity from others that Meralco charges to those who pay them sensibly. ,LABEL_0,0.7771555781364441,"[('Camille Villar', 'PERSON'), ('Meralco', 'GPE')]",2,15
518,"I was just watching your program, obviously you are against Duterte ✌️",0,Camille Villar,A,"Camille Villar: I was just watching your program, obviously you are against Duterte ✌️",LABEL_0,0.6870014667510986,"[('Camille Villar', 'PERSON'), ('✌', 'PRODUCT')]",2,19
519,Super tnx po for this episode!!  I enjoyed ur Saxy Time!!❤😊,0,Camille Villar,A,Camille Villar: Super tnx po for this episode!!  I enjoyed ur Saxy Time!!❤😊,LABEL_0,0.6432697176933289,"[('Camille Villar:', 'PERSON')]",1,20
520,Lito Lapid also has an Ingat on the tarpaulin flight in Coron Palawan.. hehehe,0,Camille Villar,A,Camille Villar: Lito Lapid also has an Ingat on the tarpaulin flight in Coron Palawan.. hehehe,LABEL_0,0.6355339288711548,"[('Camille Villar', 'PERSON'), ('Lito Lapid', 'PERSON'), ('Ingat', 'ORG'), ('Palawan', 'PERSON')]",4,2
521,"FOR DUTERTE, BONGGO, BATO, QUIBOLOY, JINGGOY, THE SOUND YOU PRESS IS 
",0,Camille Villar,A,"Camille Villar: FOR DUTERTE, BONGGO, BATO, QUIBOLOY, JINGGOY, THE SOUND YOU PRESS IS 
",LABEL_0,0.6790665984153748,"[('Camille Villar', 'PERSON'), ('DUTERTE', 'GPE'), ('BONGGO', 'ORG'), ('BATO', 'ORG'), ('QUIBOLOY', 'GPE'), ('JINGGOY', 'GPE'), ('THE SOUND YOU PRESS', 'ORG')]",7,3
522,Paquiao is right. ,0,Camille Villar,A,Camille Villar: Paquiao is right. ,LABEL_0,0.7481470704078674,"[('Camille Villar', 'PERSON'), ('Paquiao', 'PERSON')]",2,1
686,I WISH YOUR STONE'S BRAGGING WILL GO AWAY...,0,Bato Dela Rosa,B,Bato Dela Rosa: I WISH YOUR STONE'S BRAGGING WILL GO AWAY...,LABEL_0,0.673764169216156,"[('Bato Dela Rosa', 'PERSON')]",1,0
523,THIS IS A SERIOUS THING WHY ARE YOU LAUGHING. ,0,Camille Villar,A,Camille Villar: THIS IS A SERIOUS THING WHY ARE YOU LAUGHING. ,LABEL_0,0.6695041656494141,"[('Camille Villar', 'PERSON')]",1,5
524,Cielo Magno has no case against Sen Bong Go. ,0,Camille Villar,A,Camille Villar: Cielo Magno has no case against Sen Bong Go. ,LABEL_0,0.7385538816452026,"[('Camille Villar', 'PERSON'), ('Cielo Magno', 'PERSON'), ('Sen Bong Go', 'PERSON')]",3,5
525,Please write their names in big letters…..need to say them face to face…. ,0,Camille Villar,A,Camille Villar: Please write their names in big letters…..need to say them face to face…. ,LABEL_0,0.6378685235977173,"[('Camille Villar', 'PERSON')]",1,5
526,"Philip Salvador should not be voted for, he is not even in the position to speak in favor of dds",0,Camille Villar,A,"Camille Villar: Philip Salvador should not be voted for, he is not even in the position to speak in favor of dds",LABEL_0,0.7380042672157288,"[('Camille Villar', 'PERSON'), ('Philip Salvador', 'PERSON')]",2,3
527,Almost all of them are in the fingers they are sober politician,0,Camille Villar,A,Camille Villar: Almost all of them are in the fingers they are sober politician,LABEL_0,0.5782687067985535,"[('Camille Villar', 'PERSON')]",1,1
528,"@Profcielo

On a serious note, doesn't B. Aquino belong to a political dynasty and may be a form of political corruption? One of his political platforms also talks about investing more in free tertiary education. While this has good in paper, isn't it better to invest in the formative years of education (primary and secondary education) so that they can make it to our state colleges and universities?

Good show nonetheless, professor Magno.",0,Camille Villar,A,"Camille Villar: @Profcielo

On a serious note, doesn't B. Aquino belong to a political dynasty and may be a form of political corruption? One of his political platforms also talks about investing more in free tertiary education. While this has good in paper, isn't it better to invest in the formative years of education (primary and secondary education) so that they can make it to our state colleges and universities?

Good show nonetheless, professor Magno.",LABEL_0,0.7541212439537048,"[('Camille Villar', 'PERSON'), ('@Profcielo', 'PERSON'), ('B. Aquino', 'PERSON'), ('One', 'CARDINAL'), ('the formative years', 'DATE'), ('Magno', 'PERSON')]",6,15
529,"As for me, here are the ones I would vote for:

",0,Camille Villar,A,"Camille Villar: As for me, here are the ones I would vote for:

",LABEL_0,0.7366362810134888,"[('Camille Villar', 'PERSON')]",1,5
530,It's just stupid to believe that in Kerwin that he's just addicted to him and a druglord,0,Bam Aquino,C,Bam Aquino: It's just stupid to believe that in Kerwin that he's just addicted to him and a druglord,LABEL_0,0.6877042055130005,"[('Bam Aquino', 'PERSON'), ('Kerwin', 'GPE')]",2,1
